NO. NOTA;TANGGAL;KODE BARANG;NAMA; QTY 
991-2401-0G001;1/2/2024 7:56 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;100
991-2401-0G001;1/2/2024 7:56 AM;27900500530001;30s TR x 30s TR BK Bitingan Besar GD Mika Zipper;85
991-2401-0G001;1/2/2024 7:56 AM;27900007060001;30s TR x 30s TR BK - GD Kembang TMT;200
991-2401-0G001;1/2/2024 7:56 AM;26423204040001;30s TR x 30s TR Dobby BK Black & White GD Asia Pri;5
991-2401-0G001;1/2/2024 7:56 AM;26400704040001;30s TR x 30s TR Dobby BK Campur  GD Asia Prima;45
991-2401-0G001;1/2/2024 7:56 AM;17200002330001;30 S TR Black White BK - GD Black & White;150
991-2401-0G001;1/2/2024 7:56 AM;003132204290001;30/S TR X 30/S TR BK MULTY COLOUR GD Multi Color;200
991-2401-0G001;1/2/2024 7:56 AM;00302402840005;30/S TR X 30/S TR BK Miring Lebar GD Asia Dp;100
991-2401-0G001;1/2/2024 7:56 AM;00301202840002;30/S TR X 30/S TR BK Eslilin GD Asia Dp;100
991-2401-0G001;1/2/2024 7:56 AM;00300702840003;30/S TR X 30/S TR BK Campur  GD Asia Dp;175
991-2401-0G001;1/2/2024 7:56 AM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;185
991-2401-0G001;1/2/2024 7:56 AM;27900700690001;30s TR x 30s TR BK Campur  Junior Dus;100
991-2401-0G001;1/2/2024 7:56 AM;70300702240001;30s TR x 30s TR+40/2 TR Kepyur BK Campur  GD Mika ;200
991-2401-0G001;1/2/2024 7:56 AM;69200302240001;30s TR+40/2 TR Kpr x 30s TR+40/2 TR Kpr BK Atl GD ;200
991-2401-0G001;1/2/2024 7:56 AM;27903700530001;30s TR x 30s TR BK Super Klir GD Mika Zipper;75
991-2401-0G001;1/2/2024 7:56 AM;70303700530001;30s TR x 30s TR+40/2 TR Kepyur BK Super Klir GD Mi;5
991-2401-0G001;1/2/2024 7:56 AM;27902900530001;30s TR x 30s TR BK Padi GD Mika Zipper;105
991-2401-0G001;1/2/2024 7:56 AM;27900700530001;30s TR x 30s TR BK Campur  GD Mika Zipper;130
991-2401-0G002;1/3/2024 9:26 AM;39900000760001;30S TR x 30S TR CW PRT BS - Tidak Kemas;100
991-2401-0G002;1/3/2024 9:26 AM;23200000760001;30s TR x 30s TR BS - Tidak Kemas;25
991-2401-0G002;1/3/2024 9:26 AM;69300000760001;30s TR+40/2 TR Kpr x 30s TR+40/2 TR Kpr BS - Tidak;18
991-2401-0G002;1/3/2024 9:26 AM;00400300760004;30/S TR X 30/S TR_BS Campur  Tidak Kemas;7
991-2401-0G003;1/3/2024 10:37 AM;67600000760001;30s TR x 30s TR CW PRT BS Parah - Tidak Kemas;100
991-2401-0G004;1/3/2024 10:37 AM;27923207140001;30s TR x 30s TR BK Black & White GD 4MOTIF BLACK &;0.05
991-2401-0G004;1/3/2024 10:37 AM;27999104650001;30s TR x 30s TR BK Cabut Warna GD Asia Kembang;0.05
991-2401-0G004;1/3/2024 10:37 AM;279132207150001;30s TR x 30s TR BK MULTY COLOUR GD 4MOTIF MULTICOL;0.05
991-2401-0G004;1/3/2024 10:37 AM;27900307130001;30s TR x 30s TR BK Atl GD ASIA MERAH PUTIH;0.05
991-2401-0G005;1/3/2024 10:37 AM;279132207150001;30s TR x 30s TR BK MULTY COLOUR GD 4MOTIF MULTICOL;0.05
991-2401-0G005;1/3/2024 10:37 AM;27923207140001;30s TR x 30s TR BK Black & White GD 4MOTIF BLACK &;0.05
991-2401-0G005;1/3/2024 10:37 AM;27999104650001;30s TR x 30s TR BK Cabut Warna GD Asia Kembang;0.05
991-2401-0G005;1/3/2024 10:37 AM;27900307130001;30s TR x 30s TR BK Atl GD ASIA MERAH PUTIH;0.05
991-2401-0G006;1/3/2024 10:37 AM;23200006360001;30s TR x 30s TR BS Cabut Warna AMBAROT KEMBANG;230
991-2401-0G007;1/3/2024 10:37 AM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;155
991-2401-0G008;1/3/2024 11:39 AM;03400700761001;AFFAL BESAR - Tidak Kemas;231
991-2401-0G010;1/3/2024 2:07 PM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;30
991-2401-0G010;1/3/2024 2:07 PM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;10
991-2401-0G011;1/3/2024 2:07 PM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;20
991-2401-0G011;1/3/2024 2:07 PM;64100001600001;30s TR x 45s TR BK - GD Maestro;10
991-2401-0G011;1/3/2024 2:07 PM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;25
991-2401-0G011;1/3/2024 2:07 PM;27972506540001;30s TR x 30s TR BK Black Series GD Kembang;25
991-2401-0G011;1/3/2024 2:07 PM;27999104650001;30s TR x 30s TR BK Cabut Warna GD Asia Kembang;120
991-2401-0G011;1/3/2024 2:07 PM;279158500530001;30s TR x 30s TR BK Putih Polos Tumpal GD Mika Zipp;25
991-2401-0G011;1/3/2024 2:07 PM;27900700690001;30s TR x 30s TR BK Campur  Junior Dus;30
991-2401-0G011;1/3/2024 2:07 PM;17300702980001;55/2 Jacquard Bs Campur  Menara Kuala Lumpur;25
991-2401-0G011;1/3/2024 2:07 PM;00301202840002;30/S TR X 30/S TR BK Eslilin GD Asia Dp;50
991-2401-0G011;1/3/2024 2:07 PM;00400002280001;30/S TR X 30/S TR_BS - GD Serumpun;25
991-2401-0G012;1/3/2024 7:54 AM;27972506540001;30s TR x 30s TR BK Black Series GD Kembang;50
991-2401-0G012;1/3/2024 7:54 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;450
991-2401-0G013;1/3/2024 7:54 AM;17200002330001;30 S TR Black White BK - GD Black & White;65
991-2401-0G013;1/3/2024 7:54 AM;00400002280001;30/S TR X 30/S TR_BS - GD Serumpun;50
991-2401-0G013;1/3/2024 7:54 AM;003132204290001;30/S TR X 30/S TR BK MULTY COLOUR GD Multi Color;50
991-2401-0G013;1/3/2024 7:54 AM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;550
991-2401-0G013;1/3/2024 7:54 AM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;50
991-2401-0G013;1/3/2024 7:54 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;500
991-2401-0G014;1/4/2024 1:07 PM;00400300760004;30/S TR X 30/S TR_BS Campur  Tidak Kemas;50
991-2401-0G014;1/4/2024 1:07 PM;39900000760001;30S TR x 30S TR CW PRT BS - Tidak Kemas;50
991-2401-0G015;1/4/2024 1:07 PM;27900307130001;30s TR x 30s TR BK Atl GD ASIA MERAH PUTIH;33.5
991-2401-0G015;1/4/2024 1:07 PM;27923207140001;30s TR x 30s TR BK Black & White GD 4MOTIF BLACK &;32
991-2401-0G015;1/4/2024 1:07 PM;279132207150001;30s TR x 30s TR BK MULTY COLOUR GD 4MOTIF MULTICOL;18.5
991-2401-0G015;1/4/2024 1:07 PM;27999104650001;30s TR x 30s TR BK Cabut Warna GD Asia Kembang;27.5
991-2401-0G016;1/4/2024 7:50 AM;23200006360001;30s TR x 30s TR BS Cabut Warna AMBAROT KEMBANG;50
991-2401-0G016;1/4/2024 7:50 AM;89300001220001;30s TR x 45s TR+45s TTN BK - GD 5000 Exclusive;50
991-2401-0G016;1/4/2024 7:50 AM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;50
991-2401-0G016;1/4/2024 7:50 AM;38500000400001;45s TR x 55s TR BK - GD 7000 Buku;20
991-2401-0G016;1/4/2024 7:50 AM;00400002280001;30/S TR X 30/S TR_BS - GD Serumpun;100
991-2401-0G016;1/4/2024 7:50 AM;91799107000001;30s TR x 30s TR Print 4000 SPC BK Cabut Warna GD 4;50
991-2401-0G016;1/4/2024 7:50 AM;279122707030001;30s TR x 30s TR BK Tumpal Kembang GD ASIA POLOS TU;150
991-2401-0G016;1/4/2024 7:50 AM;003132204290001;30/S TR X 30/S TR BK MULTY COLOUR GD Multi Color;70
991-2401-0G016;1/4/2024 7:50 AM;692144104660001;30s TR+40/2 TR Kpr x 30s TR+40/2 TR Kpr BK Gd Piur;70
991-2401-0G016;1/4/2024 7:50 AM;17200002330001;30 S TR Black White BK - GD Black & White;100
991-2401-0G016;1/4/2024 7:50 AM;23200004130001;30s TR x 30s TR BS - GD Ragam Motif;100
991-2401-0G016;1/4/2024 7:50 AM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;50
991-2401-0G016;1/4/2024 7:50 AM;00300702840003;30/S TR X 30/S TR BK Campur  GD Asia Dp;50
991-2401-0G016;1/4/2024 7:50 AM;27900700530001;30s TR x 30s TR BK Campur  GD Mika Zipper;70
991-2401-0G016;1/4/2024 7:50 AM;13100702030001;55/2 Jacquard BK Campur  GD Signature;50
991-2401-0G016;1/4/2024 7:50 AM;64100700550001;30s TR x 45s TR BK Campur  GD Songket;100
991-2401-0G016;1/4/2024 7:50 AM;17300702980001;55/2 Jacquard Bs Campur  Menara Kuala Lumpur;70
991-2401-0G016;1/4/2024 7:50 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;80
991-2401-0G016;1/4/2024 7:50 AM;88700000500001;45s TR x 40//2 RY TWOPLY BK - GD 7000 Exclusive;50
991-2401-0G017;1/5/2024 2:17 PM;692144104660001;30s TR+40/2 TR Kpr x 30s TR+40/2 TR Kpr BK Gd Piur;15
991-2401-0G017;1/5/2024 2:17 PM;00300304140001;30/S TR X 30/S TR BK Atl GD Batavia;10
991-2401-0G017;1/5/2024 2:17 PM;23200004130001;30s TR x 30s TR BS - GD Ragam Motif;40
991-2401-0G017;1/5/2024 2:17 PM;23200006360001;30s TR x 30s TR BS Cabut Warna AMBAROT KEMBANG;30
991-2401-0G017;1/5/2024 2:17 PM;00400302850001;30/S TR X 30/S TR_BS Atl Pelopor Dp;20
991-2401-0G017;1/5/2024 2:17 PM;27900005750001;30s TR x 30s TR BK - GD SAKURA;20
991-2401-0G017;1/5/2024 2:17 PM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;20
991-2401-0G017;1/5/2024 2:17 PM;39500704560001;30S TR x 30S TR PRT BK Campur  GD Prima Kembang;60
991-2401-0G017;1/5/2024 2:17 PM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;10
991-2401-0G017;1/5/2024 2:17 PM;003132204290001;30/S TR X 30/S TR BK MULTY COLOUR GD Multi Color;70
991-2401-0G017;1/5/2024 2:17 PM;17200002330001;30 S TR Black White BK - GD Black & White;10
991-2401-0G017;1/5/2024 2:17 PM;00400002280001;30/S TR X 30/S TR_BS - GD Serumpun;5
991-2401-0G017;1/5/2024 2:17 PM;13100702030001;55/2 Jacquard BK Campur  GD Signature;5
991-2401-0G017;1/5/2024 2:17 PM;279122707030001;30s TR x 30s TR BK Tumpal Kembang GD ASIA POLOS TU;20
991-2401-0G017;1/5/2024 2:17 PM;88700000500001;45s TR x 40//2 RY TWOPLY BK - GD 7000 Exclusive;5
991-2401-0G017;1/5/2024 2:17 PM;91799107000001;30s TR x 30s TR Print 4000 SPC BK Cabut Warna GD 4;5
991-2401-0G017;1/5/2024 2:17 PM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;130
991-2401-0G018;1/5/2024 2:17 PM;00400002280001;30/S TR X 30/S TR_BS - GD Serumpun;1
991-2401-0G018;1/5/2024 2:17 PM;89300001220001;30s TR x 45s TR+45s TTN BK - GD 5000 Exclusive;0.5
991-2401-0G018;1/5/2024 2:17 PM;17200002330001;30 S TR Black White BK - GD Black & White;1
991-2401-0G018;1/5/2024 2:17 PM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;1
991-2401-0G018;1/5/2024 2:17 PM;91799107000001;30s TR x 30s TR Print 4000 SPC BK Cabut Warna GD 4;0.5
991-2401-0G018;1/5/2024 2:17 PM;39500704560001;30S TR x 30S TR PRT BK Campur  GD Prima Kembang;1
991-2401-0G019;1/5/2024 2:17 PM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;315
991-2401-0G019;1/5/2024 2:17 PM;27923207140001;30s TR x 30s TR BK Black & White GD 4MOTIF BLACK &;15
991-2401-0G019;1/5/2024 2:17 PM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;75
991-2401-0G020;1/5/2024 7:49 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;125
991-2401-0G020;1/5/2024 7:49 AM;27900307130001;30s TR x 30s TR BK Atl GD ASIA MERAH PUTIH;100
991-2401-0G020;1/5/2024 7:49 AM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;100
991-2401-0G020;1/5/2024 7:49 AM;27999104650001;30s TR x 30s TR BK Cabut Warna GD Asia Kembang;100
991-2401-0G021;1/5/2024 7:49 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;200
991-2401-0G021;1/5/2024 7:49 AM;27972506540001;30s TR x 30s TR BK Black Series GD Kembang;100
991-2401-0G022;1/5/2024 7:49 AM;23200006360001;30s TR x 30s TR BS Cabut Warna AMBAROT KEMBANG;70
991-2401-0G022;1/5/2024 7:49 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;40
991-2401-0G022;1/5/2024 7:49 AM;00300304140001;30/S TR X 30/S TR BK Atl GD Batavia;35
991-2401-0G022;1/5/2024 7:49 AM;00300704140001;30/S TR X 30/S TR BK Campur  GD Batavia;15
991-2401-0G022;1/5/2024 7:49 AM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;25
991-2401-0G022;1/5/2024 7:49 AM;39500704560001;30S TR x 30S TR PRT BK Campur  GD Prima Kembang;40
991-2401-0G023;1/5/2024 7:49 AM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;180
991-2401-0G023;1/5/2024 7:49 AM;39500704560001;30S TR x 30S TR PRT BK Campur  GD Prima Kembang;100
991-2401-0G023;1/5/2024 7:49 AM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;100
991-2401-0G023;1/5/2024 7:49 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;500
991-2401-0G023;1/5/2024 7:49 AM;00302402840005;30/S TR X 30/S TR BK Miring Lebar GD Asia Dp;25
991-2401-0G023;1/5/2024 7:49 AM;00301202840002;30/S TR X 30/S TR BK Eslilin GD Asia Dp;25
991-2401-0G023;1/5/2024 7:49 AM;00300702840003;30/S TR X 30/S TR BK Campur  GD Asia Dp;30
991-2401-0G024;1/6/2024 7:44 AM;00300702840003;30/S TR X 30/S TR BK Campur  GD Asia Dp;40
991-2401-0G024;1/6/2024 7:44 AM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;340
991-2401-0G024;1/6/2024 7:44 AM;23200006360001;30s TR x 30s TR BS Cabut Warna AMBAROT KEMBANG;50
991-2401-0G024;1/6/2024 7:44 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;200
991-2401-0G024;1/6/2024 7:44 AM;70300700530001;30s TR x 30s TR+40/2 TR Kepyur BK Campur  GD Mika ;200
991-2401-0G024;1/6/2024 7:44 AM;00302402840005;30/S TR X 30/S TR BK Miring Lebar GD Asia Dp;100
991-2401-0G024;1/6/2024 7:44 AM;00301202840002;30/S TR X 30/S TR BK Eslilin GD Asia Dp;75
991-2401-0G025;1/6/2024 8:11 AM;27923207140001;30s TR x 30s TR BK Black & White GD 4MOTIF BLACK &;50
991-2401-0G025;1/6/2024 8:11 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;175
991-2401-0G025;1/6/2024 8:11 AM;279132207150001;30s TR x 30s TR BK MULTY COLOUR GD 4MOTIF MULTICOL;50
991-2401-0G025;1/6/2024 8:11 AM;23200006360001;30s TR x 30s TR BS Cabut Warna AMBAROT KEMBANG;60
991-2401-0G026;1/6/2024 8:11 AM;91199106610001;30s Anak CW BK Cabut Warna GD JUNIOR KEMBANG;10
991-2401-0G026;1/6/2024 8:11 AM;64100700550001;30s TR x 45s TR BK Campur  GD Songket;10
991-2401-0G026;1/6/2024 8:11 AM;88700000500001;45s TR x 40//2 RY TWOPLY BK - GD 7000 Exclusive;5
991-2401-0G026;1/6/2024 8:11 AM;13100702030001;55/2 Jacquard BK Campur  GD Signature;5
991-2401-0G026;1/6/2024 8:11 AM;64100001600001;30s TR x 45s TR BK - GD Maestro;7.5
991-2401-0G026;1/6/2024 8:11 AM;17300702980001;55/2 Jacquard Bs Campur  Menara Kuala Lumpur;5
991-2401-0G026;1/6/2024 8:11 AM;279158500530001;30s TR x 30s TR BK Putih Polos Tumpal GD Mika Zipp;5
991-2401-0G026;1/6/2024 8:11 AM;00400002280001;30/S TR X 30/S TR_BS - GD Serumpun;5
991-2401-0G027;1/6/2024 8:11 AM;00301202840002;30/S TR X 30/S TR BK Eslilin GD Asia Dp;50
991-2401-0G027;1/6/2024 8:11 AM;00302402840005;30/S TR X 30/S TR BK Miring Lebar GD Asia Dp;65
991-2401-0G027;1/6/2024 8:11 AM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;185
991-2401-0G027;1/6/2024 8:11 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;450
991-2401-0G027;1/6/2024 8:11 AM;70300700530001;30s TR x 30s TR+40/2 TR Kepyur BK Campur  GD Mika ;100
991-2401-0G027;1/6/2024 8:11 AM;91199106610001;30s Anak CW BK Cabut Warna GD JUNIOR KEMBANG;50
991-2401-0G027;1/6/2024 8:11 AM;27900700690001;30s TR x 30s TR BK Campur  Junior Dus;100
991-2401-0G028;1/8/2024 8:11 AM;27972304560001;30s TR x 30s TR BK HUFA GD Prima Kembang;100
991-2401-0G029;1/8/2024 2:09 PM;00400300760004;30/S TR X 30/S TR_BS Campur  Tidak Kemas;75
991-2401-0G031;1/8/2024 2:09 PM;00300304140001;30/S TR X 30/S TR BK Atl GD Batavia;10
991-2401-0G031;1/8/2024 2:09 PM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;300
991-2401-0G031;1/8/2024 2:09 PM;003132204290001;30/S TR X 30/S TR BK MULTY COLOUR GD Multi Color;100
991-2401-0G031;1/8/2024 2:09 PM;64100700550001;30s TR x 45s TR BK Campur  GD Songket;50
991-2401-0G031;1/8/2024 2:09 PM;39500704560001;30S TR x 30S TR PRT BK Campur  GD Prima Kembang;50
991-2401-0G031;1/8/2024 2:09 PM;279122707030001;30s TR x 30s TR BK Tumpal Kembang GD ASIA POLOS TU;10
991-2401-0G031;1/8/2024 2:09 PM;23200006360001;30s TR x 30s TR BS Cabut Warna AMBAROT KEMBANG;10
991-2401-0G031;1/8/2024 2:09 PM;17300702980001;55/2 Jacquard Bs Campur  Menara Kuala Lumpur;50
991-2401-0G031;1/8/2024 2:09 PM;17200002330001;30 S TR Black White BK - GD Black & White;100
991-2401-0G031;1/8/2024 2:09 PM;00400702850001;30/S TR X 30/S TR_BS Campur  Pelopor Dp;10
991-2401-0G031;1/8/2024 2:09 PM;00400300210001;30/S TR X 30/S TR_BS Atl Ambarout Duplek;10
991-2401-0G031;1/8/2024 2:09 PM;00400002280001;30/S TR X 30/S TR_BS - GD Serumpun;50
991-2401-0G032;1/8/2024 3:20 PM;27900307130001;30s TR x 30s TR BK Atl GD ASIA MERAH PUTIH;200
991-2401-0G032;1/8/2024 3:20 PM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;50
991-2401-0G032;1/8/2024 3:20 PM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;200
991-2401-0G033;1/8/2024 3:20 PM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;100
991-2401-0G033;1/8/2024 3:20 PM;27972506540001;30s TR x 30s TR BK Black Series GD Kembang;50
991-2401-0G033;1/8/2024 3:20 PM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;90
991-2401-0G033;1/8/2024 3:20 PM;27923207140001;30s TR x 30s TR BK Black & White GD 4MOTIF BLACK &;100
991-2401-0G034;1/8/2024 7:53 AM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;75
991-2401-0G034;1/8/2024 7:53 AM;17200002330001;30 S TR Black White BK - GD Black & White;275
991-2401-0G034;1/8/2024 7:53 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;175
991-2401-0G034;1/8/2024 7:53 AM;003132204290001;30/S TR X 30/S TR BK MULTY COLOUR GD Multi Color;75
991-2401-0G035;1/9/2024 10:24 AM;67600000760001;30s TR x 30s TR CW PRT BS Parah - Tidak Kemas;75
991-2401-0G036;1/9/2024 11:42 AM;232122700760001;30s TR x 30s TR BS Tumpal Kembang Tidak Kemas;50
991-2401-0G037;1/9/2024 2:27 PM;39900000760001;30S TR x 30S TR CW PRT BS - Tidak Kemas;50
991-2401-0G038;1/9/2024 7:57 AM;13100702030001;55/2 Jacquard BK Campur  GD Signature;30
991-2401-0G038;1/9/2024 7:57 AM;17200002330001;30 S TR Black White BK - GD Black & White;50
991-2401-0G038;1/9/2024 7:57 AM;23200006360001;30s TR x 30s TR BS Cabut Warna AMBAROT KEMBANG;20
991-2401-0G038;1/9/2024 7:57 AM;00400300210001;30/S TR X 30/S TR_BS Atl Ambarout Duplek;15
991-2401-0G038;1/9/2024 7:57 AM;69200302240001;30s TR+40/2 TR Kpr x 30s TR+40/2 TR Kpr BK Atl GD ;20
991-2401-0G038;1/9/2024 7:57 AM;64100001600001;30s TR x 45s TR BK - GD Maestro;5
991-2401-0G038;1/9/2024 7:57 AM;91799107000001;30s TR x 30s TR Print 4000 SPC BK Cabut Warna GD 4;20
991-2401-0G038;1/9/2024 7:57 AM;692144104660001;30s TR+40/2 TR Kpr x 30s TR+40/2 TR Kpr BK Gd Piur;20
991-2401-0G039;1/9/2024 7:57 AM;27999104650001;30s TR x 30s TR BK Cabut Warna GD Asia Kembang;100
991-2401-0G039;1/9/2024 7:57 AM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;50
991-2401-0G039;1/9/2024 7:57 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;50
991-2401-0G040;1/9/2024 7:57 AM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;820
991-2401-0G040;1/9/2024 7:57 AM;27900307130001;30s TR x 30s TR BK Atl GD ASIA MERAH PUTIH;200
991-2401-0G041;1/9/2024 7:57 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;50
991-2401-0G041;1/9/2024 7:57 AM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;25
991-2401-0G042;1/9/2024 7:57 AM;692144104660001;30s TR+40/2 TR Kpr x 30s TR+40/2 TR Kpr BK Gd Piur;75
991-2401-0G042;1/9/2024 7:57 AM;00301202840002;30/S TR X 30/S TR BK Eslilin GD Asia Dp;40
991-2401-0G042;1/9/2024 7:57 AM;27900700690001;30s TR x 30s TR BK Campur  Junior Dus;50
991-2401-0G042;1/9/2024 7:57 AM;003132204290001;30/S TR X 30/S TR BK MULTY COLOUR GD Multi Color;200
991-2401-0G042;1/9/2024 7:57 AM;38500000400001;45s TR x 55s TR BK - GD 7000 Buku;25
991-2401-0G042;1/9/2024 7:57 AM;279122707030001;30s TR x 30s TR BK Tumpal Kembang GD ASIA POLOS TU;75
991-2401-0G042;1/9/2024 7:57 AM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;860
991-2401-0G042;1/9/2024 7:57 AM;70300700530001;30s TR x 30s TR+40/2 TR Kepyur BK Campur  GD Mika ;500
991-2401-0G042;1/9/2024 7:57 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;100
991-2401-0G042;1/9/2024 7:57 AM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;50
991-2401-0G042;1/9/2024 7:57 AM;02100700580007;45/S TR X 45/S TR BS Campur  GD Tanjir 5000;75
991-2401-0G043;1/10/2024 10:12 AM;232122700760001;30s TR x 30s TR BS Tumpal Kembang Tidak Kemas;50
991-2401-0G045;1/10/2024 10:59 AM;27999104650001;30s TR x 30s TR BK Cabut Warna GD Asia Kembang;50
991-2401-0G045;1/10/2024 10:59 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;970
991-2401-0G046;1/10/2024 2:27 PM;00400300760004;30/S TR X 30/S TR_BS Campur  Tidak Kemas;50
991-2401-0G047;1/10/2024 2:27 PM;65800705060001;45s TR x 45s TR BK Campur  GD 5000 B;5
991-2401-0G047;1/10/2024 2:27 PM;17300702280001;55/2 Jacquard Bs Campur  GD Serumpun;5
991-2401-0G047;1/10/2024 2:27 PM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;5
991-2401-0G047;1/10/2024 2:27 PM;13100702030001;55/2 Jacquard BK Campur  GD Signature;5
991-2401-0G047;1/10/2024 2:27 PM;27900307130001;30s TR x 30s TR BK Atl GD ASIA MERAH PUTIH;285
991-2401-0G047;1/10/2024 2:27 PM;38500000400001;45s TR x 55s TR BK - GD 7000 Buku;5
991-2401-0G047;1/10/2024 2:27 PM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;515
991-2401-0G047;1/10/2024 2:27 PM;89300001220001;30s TR x 45s TR+45s TTN BK - GD 5000 Exclusive;5
991-2401-0G048;1/10/2024 3:12 PM;27923207140001;30s TR x 30s TR BK Black & White GD 4MOTIF BLACK &;100
991-2401-0G048;1/10/2024 3:12 PM;13100702030001;55/2 Jacquard BK Campur  GD Signature;50
991-2401-0G048;1/10/2024 3:12 PM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;395
991-2401-0G048;1/10/2024 3:12 PM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;80
991-2401-0G049;1/10/2024 7:47 AM;00400002280001;30/S TR X 30/S TR_BS - GD Serumpun;90
991-2401-0G049;1/10/2024 7:47 AM;17200002330001;30 S TR Black White BK - GD Black & White;50
991-2401-0G049;1/10/2024 7:47 AM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;100
991-2401-0G049;1/10/2024 7:47 AM;91799107000001;30s TR x 30s TR Print 4000 SPC BK Cabut Warna GD 4;50
991-2401-0G050;1/10/2024 7:47 AM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;120
991-2401-0G050;1/10/2024 7:47 AM;27972506540001;30s TR x 30s TR BK Black Series GD Kembang;55
991-2401-0G050;1/10/2024 7:47 AM;27900307130001;30s TR x 30s TR BK Atl GD ASIA MERAH PUTIH;250
991-2401-0G051;1/10/2024 7:47 AM;27900005750001;30s TR x 30s TR BK - GD SAKURA;15
991-2401-0G051;1/10/2024 7:47 AM;91799107000001;30s TR x 30s TR Print 4000 SPC BK Cabut Warna GD 4;15
991-2401-0G051;1/10/2024 7:47 AM;13100702030001;55/2 Jacquard BK Campur  GD Signature;7.5
991-2401-0G051;1/10/2024 7:47 AM;27999104650001;30s TR x 30s TR BK Cabut Warna GD Asia Kembang;5
991-2401-0G051;1/10/2024 7:47 AM;232132204130001;30s TR x 30s TR BS MULTY COLOUR GD Ragam Motif;15
991-2401-0G051;1/10/2024 7:47 AM;88700000500001;45s TR x 40//2 RY TWOPLY BK - GD 7000 Exclusive;5
991-2401-0G051;1/10/2024 7:47 AM;64100700550001;30s TR x 45s TR BK Campur  GD Songket;5
991-2401-0G052;1/10/2024 7:47 AM;27999106540001;30s TR x 30s TR BK Cabut Warna GD Kembang;5
991-2401-0G053;1/10/2024 7:47 AM;27972106590001;30s TR x 30s TR BK CW 2 Warna GD Mika Kembang;25
