NO. NOTA;TANGGAL;KODE BARANG;NAMA; QTY 
991-2409-0G080;9/25/2024 11:10 AM;00400002280001;30/S TR X 30/S TR_BS - GD Serumpun;10
991-2409-0G080;9/25/2024 11:10 AM;70300500530001;30s TR x 30s TR+40/2 TR Kepyur BK Bitingan Besar G;25
991-2409-0G080;9/25/2024 11:10 AM;27923207140001;30s TR x 30s TR BK Black & White GD 4MOTIF BLACK &;25
991-2409-0G080;9/25/2024 11:10 AM;27900707130001;30s TR x 30s TR BK Campur  GD ASIA MERAH PUTIH;100
991-2409-0G080;9/25/2024 11:10 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;150
991-2409-0G080;9/25/2024 11:10 AM;27902900530001;30s TR x 30s TR BK Padi GD Mika Zipper;25
991-2409-0G080;9/25/2024 11:10 AM;92237001600001;55/2 TR x 40s Bamboo BK Maestro GD Maestro;25
991-2409-0G081;9/25/2024 8:44 AM;91799107000001;30s TR x 30s TR Print 4000 SPC BK Cabut Warna GD 4;10
991-2409-0G081;9/25/2024 8:44 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;50
991-2409-0G081;9/25/2024 8:44 AM;27972506610001;30s TR x 30s TR BK Black Series GD JUNIOR KEMBANG;50
991-2409-0G081;9/25/2024 8:44 AM;27979302240001;30s TR x 30s TR BK Solid Color Tanpa Tumpal GD Mik;25
991-2409-0G081;9/25/2024 8:44 AM;91199106610001;30s Anak CW BK Cabut Warna GD JUNIOR KEMBANG;25
991-2409-0G081;9/25/2024 8:44 AM;23272507360001;30s TR x 30s TR BS Black Series GD Nusantara Kemba;25
991-2409-0G081;9/25/2024 8:44 AM;94800307210001;30s TR x 30s TR+45/2 TR Kepyur BK Atl GD Mika Dp M;25
991-2409-0G081;9/25/2024 8:44 AM;70300700530001;30s TR x 30s TR+40/2 TR Kepyur BK Campur  GD Mika ;100
991-2409-0G081;9/25/2024 8:44 AM;27900307350001;30s TR x 30s TR BK Atl GD Nusantara Duplex;25
991-2409-0G081;9/25/2024 8:44 AM;27977707130001;30s TR x 30s TR BK Classic GD ASIA MERAH PUTIH;115
991-2409-0G081;9/25/2024 8:44 AM;27977704650001;30s TR x 30s TR BK Classic GD Asia Kembang;50
991-2409-0G082;9/25/2024 8:44 AM;27978204650001;30s TR x 30s TR BK Padang GD Asia Kembang;10
991-2409-0G082;9/25/2024 8:44 AM;27977704650001;30s TR x 30s TR BK Classic GD Asia Kembang;190
991-2409-0G082;9/25/2024 8:44 AM;27978404650001;30s TR x 30s TR BK Atjeh GD Asia Kembang;100
991-2409-0G082;9/25/2024 8:44 AM;279150804650001;30s TR x 30s TR BK Minang GD Asia Kembang;200
991-2409-0G083;9/25/2024 8:44 AM;27977707130001;30s TR x 30s TR BK Classic GD ASIA MERAH PUTIH;200
991-2409-0G083;9/25/2024 8:44 AM;27904204650001;30s TR x 30s TR BK Samarinda GD Asia Kembang;60
991-2409-0G083;9/25/2024 8:44 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;25
991-2409-0G083;9/25/2024 8:44 AM;27977704650001;30s TR x 30s TR BK Classic GD Asia Kembang;5
991-2409-0G084;9/25/2024 8:44 AM;27900707130001;30s TR x 30s TR BK Campur  GD ASIA MERAH PUTIH;100
991-2409-0G084;9/25/2024 8:44 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;150
991-2409-0G084;9/25/2024 8:44 AM;27902900530001;30s TR x 30s TR BK Padi GD Mika Zipper;25
991-2409-0G084;9/25/2024 8:44 AM;91799107000001;30s TR x 30s TR Print 4000 SPC BK Cabut Warna GD 4;50
991-2409-0G084;9/25/2024 8:44 AM;92237001600001;55/2 TR x 40s Bamboo BK Maestro GD Maestro;25
991-2409-0G084;9/25/2024 8:44 AM;70300500530001;30s TR x 30s TR+40/2 TR Kepyur BK Bitingan Besar G;25
991-2409-0G084;9/25/2024 8:44 AM;27977704650001;30s TR x 30s TR BK Classic GD Asia Kembang;150
991-2409-0G084;9/25/2024 8:44 AM;27973807240001;30s TR x 30s TR BK CW 2 WARNA GD Mika Kembang Mono;25
991-2409-0G084;9/25/2024 8:44 AM;00400002280001;30/S TR X 30/S TR_BS - GD Serumpun;10
991-2409-0G084;9/25/2024 8:44 AM;23200707350001;30s TR x 30s TR BS Campur  GD Nusantara Duplex;10
991-2409-0G084;9/25/2024 8:44 AM;89300001220001;30s TR x 45s TR+45s TTN BK - GD 5000 Exclusive;5
991-2409-0G084;9/25/2024 8:44 AM;27923207140001;30s TR x 30s TR BK Black & White GD 4MOTIF BLACK &;25
991-2409-0G085;9/25/2024 8:44 AM;27900307100001;30s TR x 30s TR BK Atl AL EMIRATES;1
991-2409-0G086;9/26/2024 2:22 PM;03400700761001;AFFAL BESAR - Tidak Kemas;559
991-2409-0G087;9/26/2024 2:22 PM;39900000760001;30S TR x 30S TR CW PRT BS - Tidak Kemas;50
991-2409-0G087;9/26/2024 2:22 PM;00400300760004;30/S TR X 30/S TR_BS Campur  Tidak Kemas;50
991-2409-0G088;9/26/2024 3:02 PM;27900005750001;30s TR x 30s TR BK - GD SAKURA;5
991-2409-0G089;9/26/2024 8:05 AM;27936907130001;30s TR x 30s TR BK ALOHA GD ASIA MERAH PUTIH;30
991-2409-0G089;9/26/2024 8:05 AM;279140507130001;30s TR x 30s TR BK Liris GD ASIA MERAH PUTIH;30
991-2409-0G089;9/26/2024 8:05 AM;27978307130001;30s TR x 30s TR BK Melayu GD ASIA MERAH PUTIH;35
991-2409-0G089;9/26/2024 8:05 AM;27920107130001;30s TR x 30s TR BK Bali GD ASIA MERAH PUTIH;30
991-2409-0G089;9/26/2024 8:05 AM;27902107130001;30s TR x 30s TR BK Manggis GD ASIA MERAH PUTIH;30
991-2409-0G089;9/26/2024 8:05 AM;27978207130001;30s TR x 30s TR BK Padang GD ASIA MERAH PUTIH;35
991-2409-0G089;9/26/2024 8:05 AM;27978007130001;30s TR x 30s TR BK Khatulistiwa GD ASIA MERAH PUTI;30
991-2409-0G089;9/26/2024 8:05 AM;27977707130001;30s TR x 30s TR BK Classic GD ASIA MERAH PUTIH;250
991-2409-0G089;9/26/2024 8:05 AM;27977907130001;30s TR x 30s TR BK Dua Sisi GD ASIA MERAH PUTIH;30
991-2409-0G090;9/26/2024 8:05 AM;27980804650001;30s TR x 30s TR BK Batik Black Series GD Asia Kemb;20
991-2409-0G090;9/26/2024 8:05 AM;27978904650001;30s TR x 30s TR BK Celebes GD Asia Kembang;10
991-2409-0G090;9/26/2024 8:05 AM;27977704650001;30s TR x 30s TR BK Classic GD Asia Kembang;175
991-2409-0G090;9/26/2024 8:05 AM;279150804650001;30s TR x 30s TR BK Minang GD Asia Kembang;20
991-2409-0G090;9/26/2024 8:05 AM;27972504650001;30s TR x 30s TR BK Black Series GD Asia Kembang;40
991-2409-0G090;9/26/2024 8:05 AM;27978406540001;30s TR x 30s TR BK Atjeh GD Kembang;75
991-2409-0G090;9/26/2024 8:05 AM;84500003040001;30s CT x 30s CT BK - GD Warisan;20
991-2409-0G091;9/27/2024 3:15 PM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;400
991-2409-0G091;9/27/2024 3:15 PM;27900307350001;30s TR x 30s TR BK Atl GD Nusantara Duplex;620
991-2409-0G092;9/27/2024 8:37 AM;27900307350001;30s TR x 30s TR BK Atl GD Nusantara Duplex;5
991-2409-0G092;9/27/2024 8:37 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;500
991-2409-0G093;9/27/2024 8:37 AM;279132207150001;30s TR x 30s TR BK MULTY COLOUR GD 4MOTIF MULTICOL;50
991-2409-0G093;9/27/2024 8:37 AM;27923207140001;30s TR x 30s TR BK Black & White GD 4MOTIF BLACK &;50
991-2409-0G093;9/27/2024 8:37 AM;27900307350001;30s TR x 30s TR BK Atl GD Nusantara Duplex;295
991-2409-0G093;9/27/2024 8:37 AM;27978806590001;30s TR x 30s TR BK White Series GD Mika Kembang;50
991-2409-0G093;9/27/2024 8:37 AM;23200007230001;30s TR x 30s TR BS - GD Ambarout Kembang Monochrom;50
991-2409-0G094;9/27/2024 8:37 AM;91799107000001;30s TR x 30s TR Print 4000 SPC BK Cabut Warna GD 4;25
991-2409-0G094;9/27/2024 8:37 AM;23200006360001;30s TR x 30s TR BS Cabut Warna AMBAROT KEMBANG;50
991-2409-0G094;9/27/2024 8:37 AM;27977704650001;30s TR x 30s TR BK Classic GD Asia Kembang;65
991-2409-0G094;9/27/2024 8:37 AM;27980004650001;30s TR x 30s TR BK Batik GD Asia Kembang;50
991-2409-0G094;9/27/2024 8:37 AM;27972506610001;30s TR x 30s TR BK Black Series GD JUNIOR KEMBANG;25
991-2409-0G094;9/27/2024 8:37 AM;91199106610001;30s Anak CW BK Cabut Warna GD JUNIOR KEMBANG;25
991-2409-0G094;9/27/2024 8:37 AM;27973807240001;30s TR x 30s TR BK CW 2 WARNA GD Mika Kembang Mono;10
991-2409-0G094;9/27/2024 8:37 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;200
991-2409-0G094;9/27/2024 8:37 AM;27904204650001;30s TR x 30s TR BK Samarinda GD Asia Kembang;50
991-2409-0G095;9/27/2024 8:37 AM;91799107000001;30s TR x 30s TR Print 4000 SPC BK Cabut Warna GD 4;25
991-2409-0G095;9/27/2024 8:37 AM;23200006360001;30s TR x 30s TR BS Cabut Warna AMBAROT KEMBANG;50
991-2409-0G095;9/27/2024 8:37 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;200
991-2409-0G095;9/27/2024 8:37 AM;27972506610001;30s TR x 30s TR BK Black Series GD JUNIOR KEMBANG;25
991-2409-0G095;9/27/2024 8:37 AM;27904204650001;30s TR x 30s TR BK Samarinda GD Asia Kembang;50
991-2409-0G095;9/27/2024 8:37 AM;27980004650001;30s TR x 30s TR BK Batik GD Asia Kembang;50
991-2409-0G095;9/27/2024 8:37 AM;27977704650001;30s TR x 30s TR BK Classic GD Asia Kembang;65
991-2409-0G095;9/27/2024 8:37 AM;91199106610001;30s Anak CW BK Cabut Warna GD JUNIOR KEMBANG;25
991-2409-0G095;9/27/2024 8:37 AM;27973807240001;30s TR x 30s TR BK CW 2 WARNA GD Mika Kembang Mono;10
991-2409-0G096;9/27/2024 9:18 AM;27977707130001;30s TR x 30s TR BK Classic GD ASIA MERAH PUTIH;0.05
991-2409-0G096;9/27/2024 9:18 AM;26400704040001;30s TR x 30s TR Dobby BK Campur  GD Asia Prima;0.05
991-2409-0G096;9/27/2024 9:18 AM;27900005750001;30s TR x 30s TR BK - GD SAKURA;0.05
991-2409-0G096;9/27/2024 9:18 AM;27999104650001;30s TR x 30s TR BK Cabut Warna GD Asia Kembang;0.05
991-2409-0G096;9/27/2024 9:18 AM;39500704560001;30S TR x 30S TR PRT BK Campur  GD Prima Kembang;0.05
991-2409-0G096;9/27/2024 9:18 AM;27923207140001;30s TR x 30s TR BK Black & White GD 4MOTIF BLACK &;0.05
991-2409-0G097;9/28/2024 10:04 AM;23223200760001;30s TR x 30s TR BS Black & White Tidak Kemas;30
991-2409-0G097;9/28/2024 10:04 AM;00400300760004;30/S TR X 30/S TR_BS Campur  Tidak Kemas;20
991-2409-0G098;9/28/2024 8:10 AM;00300302840002;30/S TR X 30/S TR BK Atl GD Asia Dp;500
991-2409-0G098;9/28/2024 8:10 AM;27978002840001;30s TR x 30s TR BK Khatulistiwa GD Asia Dp;500
991-2409-0G098;9/28/2024 8:10 AM;27977702840001;30s TR x 30s TR BK Classic GD Asia Dp;20
991-2409-0G099;9/28/2024 8:10 AM;279158507350001;30s TR x 30s TR BK Putih Polos Tumpal GD Nusantara;5
991-2409-0G099;9/28/2024 8:10 AM;23200707350001;30s TR x 30s TR BS Campur  GD Nusantara Duplex;15
991-2409-0G099;9/28/2024 8:10 AM;27972707350001;30s TR x 30s TR BK Hitam Polos Tumpal GD Nusantara;10
991-2409-0G100;9/28/2024 8:10 AM;27900307350001;30s TR x 30s TR BK Atl GD Nusantara Duplex;0.05
991-2409-0G100;9/28/2024 8:10 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;0.05
991-2409-0G101;9/28/2024 8:10 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;0.05
991-2409-0G101;9/28/2024 8:10 AM;27900307350001;30s TR x 30s TR BK Atl GD Nusantara Duplex;0.05
991-2409-0G102;9/30/2024 9:56 AM;27972707130001;30s TR x 30s TR BK Hitam Polos Tumpal GD ASIA MERA;5
991-2409-0G102;9/30/2024 9:56 AM;27902107130001;30s TR x 30s TR BK Manggis GD ASIA MERAH PUTIH;35
991-2409-0G102;9/30/2024 9:56 AM;27978307130001;30s TR x 30s TR BK Melayu GD ASIA MERAH PUTIH;35
991-2409-0G102;9/30/2024 9:56 AM;27972504650001;30s TR x 30s TR BK Black Series GD Asia Kembang;15
991-2409-0G102;9/30/2024 9:56 AM;27920107130001;30s TR x 30s TR BK Bali GD ASIA MERAH PUTIH;40
991-2409-0G102;9/30/2024 9:56 AM;27977704650001;30s TR x 30s TR BK Classic GD Asia Kembang;125
991-2409-0G102;9/30/2024 9:56 AM;27978207130001;30s TR x 30s TR BK Padang GD ASIA MERAH PUTIH;35
991-2409-0G102;9/30/2024 9:56 AM;27979307130001;30s TR x 30s TR BK Solid Color Tanpa Tumpal GD ASI;35
991-2409-0G102;9/30/2024 9:56 AM;27900307350001;30s TR x 30s TR BK Atl GD Nusantara Duplex;25
991-2409-0G102;9/30/2024 9:56 AM;279140507130001;30s TR x 30s TR BK Liris GD ASIA MERAH PUTIH;35
991-2409-0G102;9/30/2024 9:56 AM;27936907130001;30s TR x 30s TR BK ALOHA GD ASIA MERAH PUTIH;40
991-2409-0G102;9/30/2024 9:56 AM;27900707130001;30s TR x 30s TR BK Campur  GD ASIA MERAH PUTIH;35
991-2409-0G102;9/30/2024 9:56 AM;91199106610001;30s Anak CW BK Cabut Warna GD JUNIOR KEMBANG;10
991-2409-0G102;9/30/2024 9:56 AM;27977907130001;30s TR x 30s TR BK Dua Sisi GD ASIA MERAH PUTIH;35
991-2409-0G103;9/30/2024 11:30 AM;89672206630001;55/2 TR x 40s RY + 120D BK Silky GD Ultimate Premi;0.05
991-2409-0G104;9/30/2024 11:50 AM;27977704650001;30s TR x 30s TR BK Classic GD Asia Kembang;125
991-2409-0G104;9/30/2024 11:50 AM;27977707130001;30s TR x 30s TR BK Classic GD ASIA MERAH PUTIH;75
991-2409-0G104;9/30/2024 11:50 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;100
991-2409-0G104;9/30/2024 11:50 AM;13100702030001;55/2 Jacquard BK Campur  GD Signature;25
991-2409-0G104;9/30/2024 11:50 AM;27972504650001;30s TR x 30s TR BK Black Series GD Asia Kembang;75
991-2409-0G104;9/30/2024 11:50 AM;27900707130001;30s TR x 30s TR BK Campur  GD ASIA MERAH PUTIH;50
991-2409-0G104;9/30/2024 11:50 AM;27923207140001;30s TR x 30s TR BK Black & White GD 4MOTIF BLACK &;50
991-2409-0G104;9/30/2024 11:50 AM;27900307350001;30s TR x 30s TR BK Atl GD Nusantara Duplex;100
991-2409-0G105;9/30/2024 2:25 PM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;500
991-2409-0G105;9/30/2024 2:25 PM;27900700690001;30s TR x 30s TR BK Campur  Junior Dus;25
991-2409-0G106;9/30/2024 8:19 AM;27972506610001;30s TR x 30s TR BK Black Series GD JUNIOR KEMBANG;25
991-2409-0G106;9/30/2024 8:19 AM;27979302240001;30s TR x 30s TR BK Solid Color Tanpa Tumpal GD Mik;20
991-2409-0G106;9/30/2024 8:19 AM;70379502240001;30s TR x 30s TR+40/2 TR Kepyur BK Pure White Tumpa;20
991-2409-0G106;9/30/2024 8:19 AM;70379702240001;30s TR x 30s TR+40/2 TR Kepyur BK Deep Black Tanpa;20
991-2409-0G106;9/30/2024 8:19 AM;27977707130001;30s TR x 30s TR BK Classic GD ASIA MERAH PUTIH;75
991-2409-0G106;9/30/2024 8:19 AM;70379700530001;30s TR x 30s TR+40/2 TR Kepyur BK Deep Black Tanpa;25
991-2409-0G106;9/30/2024 8:19 AM;279140507130001;30s TR x 30s TR BK Liris GD ASIA MERAH PUTIH;10
991-2409-0G106;9/30/2024 8:19 AM;27902900530001;30s TR x 30s TR BK Padi GD Mika Zipper;35
991-2409-0G106;9/30/2024 8:19 AM;27978307130001;30s TR x 30s TR BK Melayu GD ASIA MERAH PUTIH;5
991-2409-0G106;9/30/2024 8:19 AM;70379600530001;30s TR x 30s TR+40/2 TR Kepyur BK Pure White Tanpa;25
991-2409-0G106;9/30/2024 8:19 AM;91199106610001;30s Anak CW BK Cabut Warna GD JUNIOR KEMBANG;25
991-2409-0G106;9/30/2024 8:19 AM;27936907130001;30s TR x 30s TR BK ALOHA GD ASIA MERAH PUTIH;10
991-2409-0G106;9/30/2024 8:19 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;170
991-2409-0G106;9/30/2024 8:19 AM;27900500530001;30s TR x 30s TR BK Bitingan Besar GD Mika Zipper;35
991-2409-0G107;9/30/2024 8:19 AM;27978302840001;30s TR x 30s TR BK Melayu GD Asia Dp;50
991-2409-0G107;9/30/2024 8:19 AM;27973807240001;30s TR x 30s TR BK CW 2 WARNA GD Mika Kembang Mono;5
991-2409-0G107;9/30/2024 8:19 AM;27900307350001;30s TR x 30s TR BK Atl GD Nusantara Duplex;20
991-2409-0G107;9/30/2024 8:19 AM;27920102840001;30s TR x 30s TR BK Bali GD Asia Dp;75
991-2409-0G107;9/30/2024 8:19 AM;279122707030001;30s TR x 30s TR BK Tumpal Kembang GD ASIA POLOS TU;5
991-2409-0G107;9/30/2024 8:19 AM;27936907130001;30s TR x 30s TR BK ALOHA GD ASIA MERAH PUTIH;50
991-2409-0G107;9/30/2024 8:19 AM;27977707130001;30s TR x 30s TR BK Classic GD ASIA MERAH PUTIH;100
991-2409-0G107;9/30/2024 8:19 AM;27977706540001;30s TR x 30s TR BK Classic GD Kembang;200
991-2409-0G107;9/30/2024 8:19 AM;17200002330001;30 S TR Black White BK - GD Black & White;5
991-2409-0G107;9/30/2024 8:19 AM;39500704560001;30S TR x 30S TR PRT BK Campur  GD Prima Kembang;10
991-2409-0G107;9/30/2024 8:19 AM;26400704040001;30s TR x 30s TR Dobby BK Campur  GD Asia Prima;10
991-2409-0G107;9/30/2024 8:19 AM;23200006360001;30s TR x 30s TR BS Cabut Warna AMBAROT KEMBANG;10
991-2409-0G107;9/30/2024 8:19 AM;279140502840001;30s TR x 30s TR BK Liris GD Asia Dp;75
991-2409-0G107;9/30/2024 8:19 AM;27977704650001;30s TR x 30s TR BK Classic GD Asia Kembang;235
991-2409-0G107;9/30/2024 8:19 AM;27902102840001;30s TR x 30s TR BK Manggis GD Asia Dp;50
991-2409-0G107;9/30/2024 8:19 AM;27900707130001;30s TR x 30s TR BK Campur  GD ASIA MERAH PUTIH;100
991-2409-0G108;9/30/2024 8:19 AM;91799107000001;30s TR x 30s TR Print 4000 SPC BK Cabut Warna GD 4;85
991-2409-0G108;9/30/2024 8:19 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;15
991-2409-0G108;9/30/2024 8:19 AM;27973807240001;30s TR x 30s TR BK CW 2 WARNA GD Mika Kembang Mono;30
991-2409-0G108;9/30/2024 8:19 AM;27978806590001;30s TR x 30s TR BK White Series GD Mika Kembang;75
991-2409-0G108;9/30/2024 8:19 AM;27977704650001;30s TR x 30s TR BK Classic GD Asia Kembang;35
991-2409-0G108;9/30/2024 8:19 AM;23200007230001;30s TR x 30s TR BS - GD Ambarout Kembang Monochrom;60
991-2409-0G109;9/30/2024 8:19 AM;27972504650001;30s TR x 30s TR BK Black Series GD Asia Kembang;70
991-2409-0G109;9/30/2024 8:19 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;50
991-2409-0G109;9/30/2024 8:19 AM;91199106610001;30s Anak CW BK Cabut Warna GD JUNIOR KEMBANG;10
991-2409-0G109;9/30/2024 8:19 AM;27979307130001;30s TR x 30s TR BK Solid Color Tanpa Tumpal GD ASI;50
991-2409-0G109;9/30/2024 8:19 AM;27972707350001;30s TR x 30s TR BK Hitam Polos Tumpal GD Nusantara;25
991-2409-0G109;9/30/2024 8:19 AM;279158507350001;30s TR x 30s TR BK Putih Polos Tumpal GD Nusantara;50
991-2409-0G109;9/30/2024 8:19 AM;27979407130001;30s TR x 30s TR BK Deep Black Tumpal GD ASIA MERAH;50
991-2409-0G109;9/30/2024 8:19 AM;27972506610001;30s TR x 30s TR BK Black Series GD JUNIOR KEMBANG;10
991-2409-0G110;9/30/2024 8:19 AM;17200002330001;30 S TR Black White BK - GD Black & White;150
991-2409-0G110;9/30/2024 8:19 AM;003132204290001;30/S TR X 30/S TR BK MULTY COLOUR GD Multi Color;100
991-2409-0G110;9/30/2024 8:19 AM;27978806590001;30s TR x 30s TR BK White Series GD Mika Kembang;50
991-2409-0G110;9/30/2024 8:19 AM;27900307350001;30s TR x 30s TR BK Atl GD Nusantara Duplex;200
991-2409-0G111;9/30/2024 8:22 AM;64100700550001;30s TR x 45s TR BK Campur  GD Songket;0.1
991-2409-0G111;9/30/2024 8:22 AM;91799107000001;30s TR x 30s TR Print 4000 SPC BK Cabut Warna GD 4;0.1
991-2409-0G111;9/30/2024 8:22 AM;89672206630001;55/2 TR x 40s RY + 120D BK Silky GD Ultimate Premi;0.05
991-2409-0G111;9/30/2024 8:22 AM;89300001220001;30s TR x 45s TR+45s TTN BK - GD 5000 Exclusive;0.05
991-2409-0G112;9/30/2024 8:22 AM;92237001600001;55/2 TR x 40s Bamboo BK Maestro GD Maestro;0.05
991-2409-0G112;9/30/2024 8:22 AM;91799107000001;30s TR x 30s TR Print 4000 SPC BK Cabut Warna GD 4;0.05
991-2409-0N001;9/5/2024 8:34 AM;100877707207001;15s TR x 15//2 TR BK Classic Ihram Standard;50
991-2409-0N002;9/5/2024 8:34 AM;100877707207001;15s TR x 15//2 TR BK Classic Ihram Standard;2
991-2409-0N003;9/5/2024 8:34 AM;100877707207001;15s TR x 15//2 TR BK Classic Ihram Standard;2
991-2409-0N004;9/6/2024 8:55 AM;93900007200001;20s TR x 20//10 TR BK - Ihram Standard;1
991-2409-0N005;9/7/2024 8:22 AM;100877707207001;15s TR x 15//2 TR BK Classic Ihram Standard;170
991-2409-0N006;9/9/2024 9:09 AM;93900007170001;20s TR x 20//10 TR BK - Ihram King;20
991-2409-0N006;9/9/2024 9:09 AM;93900007190001;20s TR x 20//10 TR BK - Ihram Junior;20
991-2409-0N006;9/9/2024 9:09 AM;93974107207001;20s TR x 20//10 TR BK Exclusive Ihram Standard;20
991-2409-0N007;9/9/2024 11:08 AM;93974107207001;20s TR x 20//10 TR BK Exclusive Ihram Standard;1
991-2409-0N008;9/10/2024 8:19 AM;93900007200001;20s TR x 20//10 TR BK - Ihram Standard;50
991-2409-0N009;9/13/2024 8:25 AM;93900007170001;20s TR x 20//10 TR BK - Ihram King;5
991-2409-0N009;9/13/2024 8:25 AM;93974107207001;20s TR x 20//10 TR BK Exclusive Ihram Standard;5
991-2409-0N010;9/14/2024 8:36 AM;93900007200001;20s TR x 20//10 TR BK - Ihram Standard;1
991-2409-0N011;9/14/2024 8:36 AM;93900007200001;20s TR x 20//10 TR BK - Ihram Standard;1
991-2409-0N011;9/14/2024 8:36 AM;100877707207001;15s TR x 15//2 TR BK Classic Ihram Standard;1
991-2409-0N012;9/14/2024 8:36 AM;95700007590001;30/2 TR x 30s TR//4 BK - GD Subaiyah;0.1
991-2409-0N013;9/21/2024 8:17 AM;93900007190001;20s TR x 20//10 TR BK - Ihram Junior;60
991-2409-0N014;9/21/2024 8:40 AM;93900007200001;20s TR x 20//10 TR BK - Ihram Standard;1
991-2409-0N015;9/23/2024 8:17 AM;93900007170001;20s TR x 20//10 TR BK - Ihram King;50
991-2409-0N016;9/25/2024 10:35 AM;1017159007207001;TC x TC Gramasi Ihram Standard;100
991-2409-0N017;9/30/2024 8:19 AM;93900007200001;20s TR x 20//10 TR BK - Ihram Standard;300
991-2409-0N018;9/30/2024 9:23 AM;95700007590001;30/2 TR x 30s TR//4 BK - GD Subaiyah;0.15
991-2409-0T001;9/30/2024 8:22 AM;12882807416001;Bamus Ambarout Long Baju Muslim;1
991-2409-0T001;9/30/2024 8:22 AM;12874407316001;Bamus Gajah Duduk Songkok;2
991-2409-0T001;9/30/2024 8:22 AM;12875607416001;Bamus Ambarout Short Baju Muslim;1
991-2409-0T001;9/30/2024 8:22 AM;97074707316001;Songkok Ambarout Songkok;3
991-2410-0G001;10/1/2024 8:22 AM;00300300530001;30/S TR X 30/S TR BK Atl GD Mika Zipper;80
991-2410-0G001;10/1/2024 8:22 AM;27977702840001;30s TR x 30s TR BK Classic GD Asia Dp;20
991-2410-0G002;10/2/2024 1:49 PM;67600000760001;30s TR x 30s TR CW PRT BS Parah - Tidak Kemas;35
991-2410-0G002;10/2/2024 1:49 PM;39900000760001;30S TR x 30S TR CW PRT BS - Tidak Kemas;15
991-2410-0G003;10/2/2024 1:56 PM;03400700761001;AFFAL BESAR - Tidak Kemas;407
991-2410-0G004;10/2/2024 7:37 AM;70302900530001;30s TR x 30s TR+40/2 TR Kepyur BK Padi GD Mika Zip;50
991-2410-0G004;10/2/2024 7:37 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;120
991-2410-0G004;10/2/2024 7:37 AM;27977706540001;30s TR x 30s TR BK Classic GD Kembang;100
991-2410-0G004;10/2/2024 7:37 AM;70300500530001;30s TR x 30s TR+40/2 TR Kepyur BK Bitingan Besar G;50
991-2410-0G004;10/2/2024 7:37 AM;279140502840001;30s TR x 30s TR BK Liris GD Asia Dp;10
991-2410-0G004;10/2/2024 7:37 AM;27978806590001;30s TR x 30s TR BK White Series GD Mika Kembang;20
991-2410-0G004;10/2/2024 7:37 AM;27900307350001;30s TR x 30s TR BK Atl GD Nusantara Duplex;150
991-2410-0G004;10/2/2024 7:37 AM;27972506540001;30s TR x 30s TR BK Black Series GD Kembang;20
991-2410-0G004;10/2/2024 7:37 AM;00400002280001;30/S TR X 30/S TR_BS - GD Serumpun;10
991-2410-0G005;10/2/2024 7:37 AM;89672206630001;55/2 TR x 40s RY + 120D BK Silky GD Ultimate Premi;0.05
991-2410-0G005;10/2/2024 7:37 AM;824142604710001;55/2 TR x 45s TR BK Invinity GD Invinity;0.05
991-2410-0G006;10/3/2024 8:42 AM;23277707360001;30s TR x 30s TR BS Classic GD Nusantara Kembang;25
991-2410-0G006;10/3/2024 8:42 AM;27972707350001;30s TR x 30s TR BK Hitam Polos Tumpal GD Nusantara;5
991-2410-0G006;10/3/2024 8:42 AM;17200002330001;30 S TR Black White BK - GD Black & White;5
991-2410-0G006;10/3/2024 8:42 AM;23200707350001;30s TR x 30s TR BS Campur  GD Nusantara Duplex;10
991-2410-0G006;10/3/2024 8:42 AM;279158507350001;30s TR x 30s TR BK Putih Polos Tumpal GD Nusantara;5
991-2410-0G007;10/3/2024 8:42 AM;17200002330001;30 S TR Black White BK - GD Black & White;50
991-2410-0G007;10/3/2024 8:42 AM;94800307210001;30s TR x 30s TR+45/2 TR Kepyur BK Atl GD Mika Dp M;150
991-2410-0G007;10/3/2024 8:42 AM;27977707130001;30s TR x 30s TR BK Classic GD ASIA MERAH PUTIH;150
991-2410-0G007;10/3/2024 8:42 AM;27979707130001;30s TR x 30s TR BK Deep Black Tanpa Tumpal GD ASIA;45
991-2410-0G007;10/3/2024 8:42 AM;003132204290001;30/S TR X 30/S TR BK MULTY COLOUR GD Multi Color;100
